body,type,subType,distanceToArrival,isLandable,gravity,earthMasses,radius,surfaceTemperature,volcanismType,atmosphereType,terraformingState,orbitalPeriod,semiMajorAxis,orbitalEccentricity,orbitalInclination,argOfPeriapsis,rotationalPeriod,rotationalPeriodTidallyLocked,axialTilt
Pleiades Sector IR-W d1-76 B 3 a,Planet,Rocky body,68973.320313,1,0.056705609003465,0.000334,489.49103125,130,No volcanism,No atmosphere,Not terraformable,11.814450231481,0.0032809042381644,0.000445,-0.007444,305.597198,11.674970341435,1,0.032175,
Pleiades Sector IR-W d1-76 B 3 b,Planet,Rocky body,68977.164063,1,0.053936653495987,0.000287,465.246875,129,No volcanism,No atmosphere,Not terraformable,28.342540509259,0.0058795442200101,0.006518,-0.078872,277.775085,28.159403935185,1,0.092146,
Pleiades Sector IR-W d1-76 B 3 c,Planet,Rocky body,68971.789063,1,0.061331568859862,0.00042,527.79725,129,No volcanism,No atmosphere,Not terraformable,40.477974537037,0.0074564201400762,0.001226,-0.652848,28.404499,40.276252893519,1,-0.350885,
Pleiades Sector IR-W d1-76 B 3 d,Planet,Rocky body,68969.632813,1,0.060474928229259,0.000404,521.29975,129,No volcanism,No atmosphere,Not terraformable,67.892332175926,0.010526039018014,0.000434,-1.128428,258.151337,3.7612839988426,,-0.404987,
HIP 24007,Star,K (Yellow-Orange) Star,0,,,,,4789,,,,,,,,,5.1982458043981,,,
HIP 24007 1,Planet,Gas giant with water-based life,819.911987,,1.9705873870078,229.648239,68852.264,195,No volcanism,No atmosphere,Not terraformable,886.36962962963,1.6431461629888,0.000123,0.804167,222.971771,1.4310417570949,,-0.305395,
HIP 24007 1 a,Planet,Rocky body,822.05304,1,0.079470988965355,0.000903,679.8671875,177,No volcanism,No atmosphere,Not terraformable,4.5036194299769,0.0047156239102807,0.001595,-0.023427,189.352249,4.3269176793981,1,0.748924,
HIP 24007 1 b,Planet,Rocky body,822.643616,1,0.056148452867887,0.000324,484.4936875,176,No volcanism,No atmosphere,Not terraformable,7.0455381944444,0.0063548818947194,0.000861,0.331775,295.389923,6.8434157986111,1,0.015215,
HIP 24007 1 c,Planet,Rocky body,823.705933,1,0.079630789784418,0.000914,683.3089375,176,No volcanism,No atmosphere,Not terraformable,11.403022280093,0.0087601469316903,0.002191,0.136928,130.017502,11.170598958333,1,-0.208866,
HIP 24007 1 d,Planet,Rocky body,818.974182,1,0.075691241452663,0.000786,649.9395625,175,No volcanism,No atmosphere,Not terraformable,17.371391782407,0.01159812529337,0.000129,0.099384,192.929504,17.111847511574,1,0.159541,
HIP 24007 1 e,Planet,Rocky body,828.24762,1,0.079234832017037,0.0009,679.747625,174,No volcanism,No atmosphere,Not terraformable,2.1511114728009,2.6033030963455E-5,0.193972,-6.342084,263.49762,3.1540165653935,1,0.345185,
HIP 24007 1 f,Planet,Rocky body,828.266113,1,0.075614443760126,0.000783,649.027375,174,No volcanism,No atmosphere,Not terraformable,2.1511114728009,2.9933303723153E-5,0.193972,-6.342084,83.49762,2.9413655598958,1,-0.362464,
HIP 24007 1 g,Planet,Rocky body,812.23407,1,0.099639607593454,0.001761,847.9069375,174,No volcanism,No atmosphere,Not terraformable,48.903674768519,0.023123790945776,0.001072,0.026091,116.297905,-48.579600694444,,-2.203818,
HIP 24007 1 h,Planet,Rocky body,805.246948,1,0.085466422706365,0.001126,732.075625,174,No volcanism,No atmosphere,Not terraformable,82.396990740741,0.032742034369076,0.018813,-0.904551,22.792055,2.7222762948495,,0.051944,
HIP 24007 2,Planet,Gas giant with water-based life,1407.401978,,4.4898389374101,618.258301,74843.504,221,No volcanism,No atmosphere,Not terraformable,688.97837962963,0.0031174187026714,0.050531,1.174263,214.98616,0.97970947266204,,1.420582,
HIP 24007 2 a,Planet,Icy body,1406.897949,1,0.11810724050383,0.009586,1817.042,132,Minor Carbon Dioxide Geysers,No atmosphere,Not terraformable,3.0411451099537,0.0050492924027962,0.000159,-0.065101,177.75621,3.041275318287,1,0.023375,
HIP 24007 2 b,Planet,Icy body,1407.424561,1,0.12926145936768,0.014201,2114.02175,127,No volcanism,No atmosphere,Not terraformable,2.2535932074653,2.4969573313586E-5,0.133444,6.837261,97.426537,-2.5359365957755,,1.717632,
HIP 24007 2 c,Planet,Icy body,1407.429199,1,0.079776349704257,0.003493,1334.5865,127,Major Water Geysers,No atmosphere,Not terraformable,2.2535932074653,0.00010150304900028,0.133444,6.837261,277.426544,2.5155580873843,1,-0.163127,
HIP 24007 2 d,Planet,Icy body,1408.038452,1,0.10259958961667,0.007298,1701.0365,125,No volcanism,No atmosphere,Not terraformable,18.328940972222,0.016722349671786,0.0041,-0.834816,5.213139,18.3297265625,1,0.252862,
HIP 24007 2 e,Planet,Icy body,1405.097046,1,0.10166225961801,0.007105,1686.113,124,No volcanism,No atmosphere,Not terraformable,30.685656828704,0.02357740852524,0.000316,0.429019,99.319733,30.686976273148,1,-0.254794,
HIP 24007 3,Planet,Ammonia world,1332.857178,,1.8859111137447,10.386825,14968.053,195,Water Geysers,Thick Ammonia and Oxygen,Not terraformable,688.97837962963,0.18557501524652,0.050531,1.174263,34.986168,1.6437053313079,,0.018573,
HIP 24007 4,Planet,Gas giant with ammonia-based life,2034.025635,,1.4205394762332,111.578537,56525.992,117,No volcanism,No atmosphere,Not terraformable,491.40337962963,0.0078677877064195,0.151303,2.522359,3.790352,1.5549730541088,,-0.28032,
HIP 24007 4 a,Planet,Icy body,2034.858643,1,0.050516715063087,0.000906,854.1439375,99,Major Water Geysers,No atmosphere,Not terraformable,1.6885407624421,0.001927587008095,0.004305,-0.560269,315.62384,1.5818122468171,1,0.514754,
HIP 24007 4 b,Planet,Icy body,2032.639038,1,0.054089694162396,0.00111,913.6686875,99,Carbon Dioxide Geysers,No atmosphere,Not terraformable,2.9643842230903,0.0028051926543898,0.001834,0.473794,204.221191,2.8376103153935,1,0.433542,
HIP 24007 4 c,Planet,Icy body,2036.144775,1,0.05975913254112,0.00149,1007.10675,98,No volcanism,No atmosphere,Not terraformable,5.6060470920139,0.0042898698290095,0.000923,-0.096882,251.480057,5.4534190538194,1,0.244215,
HIP 24007 4 d,Planet,Icy body,2032.651367,1,0.08011166401941,0.003534,1339.583875,98,No volcanism,No atmosphere,Not terraformable,13.016487268519,0.0075220381863363,0.014977,0.025814,47.915165,12.823582175926,1,-0.071608,
HIP 24007 5,Planet,Icy body,2041.334961,,1.6574195811151,11.044605,16464.304,600,Water Geysers,Hot thick Methane-rich,Not terraformable,491.40337962963,0.079488679620625,0.151303,2.522359,183.790344,1.7748907696759,,-0.023942,
HIP 24007 6,Planet,Icy body,2734.268311,,3.1177856124987,26.760315,18685.598,604,Water Geysers,Hot thick Methane-rich,Not terraformable,5395.9648148148,5.4782983635074,0.000221,-0.173677,335.055389,0.91089174623843,,0.196198,
HIP 24007 7,Planet,High metal content world,19116.720703,,1.1380716463888,1.088098,6236.3965,40,Major Rocky Magma,Thin Neon-rich,Not terraformable,67963.342222222,29.656240126792,0.555928,154.996201,111.762886,0.6966445131713,,0.334762,
HIP 20830 A,Star,A (Blue-White) Star,0,,,,,8891,,,,1239742.2933333,93.295714009651,0.033138,85.116127,51.445507,0.6617293746412,,,
HIP 20830 A 1,Planet,Metal-rich body,62,1,1.4542603274046,0.652475,4272.139,1114,Major Metallic Magma,No atmosphere,Not terraformable,11.38482421875,0.123662190494,1.6E-5,0.000361,94.926643,11.456344039352,1,-0.497273,
HIP 20830 A 2,Planet,High metal content world,109,1,2.0616588993375,4.331261,9244.497,841,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,26.720008680556,0.21839557223056,2.5E-5,0.000302,71.5215,26.887861689815,1,-0.326443,
HIP 20830 A 3,Planet,High metal content world,192,1,2.0105910307373,4.100074,9107.905,635,Major Silicate Vapour Geysers,No atmosphere,Not terraformable,62.654137731481,0.38546583639308,8.0E-6,-9.5E-5,328.70459,63.047725694444,1,0.033482,
HIP 20830 A 4,Planet,High metal content world,350,,1.9014986758575,3.625001,8806.241,1672,Major Silicate Vapour Geysers,Hot thick Carbon dioxide,Not terraformable,153.85084490741,0.7015942221429,0.000212,-0.001898,129.40538,1.7584302662037,,0.416405,
HIP 20830 A 5,Planet,Class III gas giant,993,,5.7794831479985,826.567627,76274.472,412,No volcanism,No atmosphere,Not terraformable,734.90736111111,1.9899450721259,1.8E-5,-0.021213,267.216034,0.37315327961806,,-1.005632,
HIP 20830 A 5 a,Planet,Rocky body,993,1,0.18862219584783,0.011447,1571.209,320,Minor Metallic Magma,No atmosphere,Not terraformable,1.2422615559954,0.0030623098969015,2.0E-5,-0.212876,242.010254,1.2423085756713,1,-0.356651,
HIP 20830 A 5 b,Planet,Rocky body,995,,0.19106454596,0.011829,1586.969125,316,Major Rocky Magma,Sulphur dioxide,Not terraformable,1.7770415581597,0.0038878144807712,0.000253,0.149511,251.382889,1.7771088324653,1,1.283152,
HIP 20830 A 5 c,Planet,Rocky body,993,1,0.20942791344005,0.01551,1735.693875,311,No volcanism,No atmosphere,Not terraformable,2.9401944082755,0.0054386506719176,0.000462,0.05442,233.97403,2.9403054470486,1,-0.143949,
HIP 20830 A 5 d,Planet,Rocky body,990,1,0.2046919693782,0.014519,1698.644375,308,No volcanism,No atmosphere,Not terraformable,4.6251725260417,0.007356293795163,0.007696,0.47403,150.973648,4.6253479456019,1,0.001422,
HIP 20830 A 6,Planet,Class III gas giant,1335,,11.420111816626,1561.478882,74579.144,537,No volcanism,No atmosphere,Not terraformable,1146.9377777778,2.6773961744631,0.000548,-0.035762,168.454071,1.2678889069792,,1.14488,
HIP 20830 A 6 a,Planet,Rocky body,1334,1,0.14691751258616,0.005533,1237.736125,317,Minor Metallic Magma,No atmosphere,Not terraformable,1.1456449833681,0.0035868176832279,2.0E-5,0.054951,271.775818,1.1457527669329,1,0.01698,
HIP 20830 A 6 b,Planet,Rocky body,1338,1,0.16137192676414,0.007279,1354.585375,301,No volcanism,No atmosphere,Not terraformable,2.5240281394676,0.0060730306103214,0.000241,-0.002228,272.941803,2.5242657696759,1,-0.519142,
HIP 20830 A 6 c,Planet,Rocky body,1334,1,0.14810238573378,0.005666,1247.5035,288,No volcanism,No atmosphere,Not terraformable,5.709193431713,0.010464675149952,0.000317,0.085419,161.974182,5.7097298177083,1,0.026553,
HIP 20830 A 6 d,Planet,Icy body,1324,,0.34688174310022,0.255007,5468.5205,2216,No volcanism,Hot thick Water,Not terraformable,26.397586805556,0.029043712638886,,-67.321922,271.217163,26.400066550926,1,0.323349,
HIP 20830 A 7,Planet,Class III gas giant,1706,,11.848700121678,1619.713013,74570.696,524,No volcanism,No atmosphere,Not terraformable,1661.4188888889,3.4277213336299,0.003684,0.359348,190.670456,3.1939341001157,,1.512522,
HIP 20830 A 7 a,Planet,Rocky body,1705,1,0.10668485787937,0.002163,908.1579375,296,Metallic Magma,No atmosphere,Not terraformable,0.99466896340278,0.0033042232866487,6.0E-6,0.103452,167.655106,0.99467239945602,1,0.146962,
HIP 20830 A 7 b,Planet,Rocky body,1706,,0.084012419505766,0.001065,718.104375,490,No volcanism,Water,Not terraformable,4.0407468894676,0.0084124944968217,2.3E-5,0.046219,348.600647,-4.0407606336806,,-1.979837,
HIP 20830 A 7 c,Planet,Rocky body,1706,,0.072972371917433,0.000704,626.4575,462,No volcanism,Water,Not terraformable,6.496166087963,0.011544853091281,0.000135,2.151642,161.505798,6.4961877893519,1,-0.322708,
HIP 20830 A 7 d,Planet,Rocky body,1711,,0.066333282046349,0.00053,570.1074375,443,No volcanism,Water,Not terraformable,9.9515972222222,0.015341891092839,0.0001,0.015213,202.234329,9.9516312210648,1,0.442239,
HIP 20830 A 7 e,Planet,Rocky body,1708,,0.086857613222965,0.001179,743.08325,464,No volcanism,Water,Not terraformable,13.837015335648,0.019112254917944,0.011419,0.317886,328.092224,13.837060185185,1,-0.46262,
HIP 20830 A 7 f,Planet,Rocky body,1716,1,0.083854304598644,0.001062,717.768,246,No volcanism,No atmosphere,Not terraformable,23.276274594907,0.027032903269792,0.018067,0.065786,106.674515,23.27634837963,1,0.084569,
HIP 20830 A 8,Planet,Class IV gas giant,2447.127441,,34.227928024911,3555.147217,65001.444,1010,No volcanism,No atmosphere,Not terraformable,2842.9203703704,4.9037602556732,0.000398,-0.319575,310.158325,0.41392740885417,,-2.290461,
HIP 20830 A 8 a,Planet,Rocky body,2446,1,0.20162938104629,0.013899,1674.554875,334,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.413394458912,0.0054276383226623,0.000196,-0.013675,30.766645,1.4134568504051,1,0.049553,
HIP 20830 A 8 b,Planet,Rocky body,2447,1,0.15323662072134,0.00626,1289.11125,291,No volcanism,No atmosphere,Not terraformable,3.9830754484954,0.010828817231287,8.6E-5,0.085899,253.026947,3.9832512297454,1,-0.450389,
HIP 20830 A 8 c,Planet,Rocky body,2452,1,0.21506121632032,0.016744,1779.64375,275,No volcanism,No atmosphere,Not terraformable,6.5011689814815,0.015011690884983,0.000101,0.012327,6.654469,6.5014554398148,1,-0.473909,
HIP 20830 A 8 d,Planet,Rocky body,2446,,0.22918079860905,0.020109,1889.25525,614,No volcanism,Hot Water,Not terraformable,9.4525499131944,0.019266432085654,0.00437,-0.054954,135.448303,9.4529673032407,1,-0.156894,
HIP 20830 A 8 e,Planet,Rocky body,2451,1,0.30945451700084,0.047157,2489.76975,247,No volcanism,No atmosphere,Not terraformable,19.985079571759,0.031737490445444,0.002718,-0.026298,267.479553,19.985962094907,1,-0.240204,
HIP 20830 A 8 e a,Planet,Rocky body,2451,1,0.090422578123918,0.001445,806.2690625,247,Minor Silicate Vapour Geysers,No atmosphere,Not terraformable,1.4554493995949,0.00013233878201182,,24.901087,306.280731,1.477587890625,1,0.06875,
HIP 20830 A 8 f,Planet,Rocky body,2455.291992,1,0.22341923997881,0.018687,1844.56525,237,No volcanism,No atmosphere,Not terraformable,33.187092013889,0.044505613996015,0.003754,1.531314,263.480133,33.188559027778,1,-0.444664,
HIP 20830 A 8 g,Planet,Icy body,2458,,0.21509184807546,0.069545,3626.64875,197,No volcanism,Thin Sulphur dioxide,Not terraformable,107.58872685185,0.097486954190986,,88.090012,144.071838,107.5934837963,1,-0.305466,
HIP 20830 A 9,Planet,Class II gas giant,3035.577148,,2.132654364485,222.900208,65204.792,190,No volcanism,No atmosphere,Not terraformable,3932.5477777778,6.0879171297991,0.002701,-0.1341,61.085297,1.5005557364005,,-1.398413,
HIP 20830 A 9 a,Planet,Rocky body,3035.71167,1,0.065130560024306,0.000503,560.500625,173,No volcanism,No atmosphere,Not terraformable,3.3504213686343,0.0038334244018087,,-0.003836,300.568146,3.3505805121528,1,-0.446374,
HIP 20830 A 9 b,Planet,Rocky body,3032,1,0.085126571099481,0.001108,727.6488125,172,No volcanism,No atmosphere,Not terraformable,7.2796802662037,0.006430757627087,6.7E-5,-0.009645,101.965721,-7.2800260416667,,3.001302,
HIP 20830 A 9 c,Planet,Rocky body,3033,1,0.080589096591591,0.000944,690.29125,171,No volcanism,No atmosphere,Not terraformable,15.146423611111,0.010480790031726,9.5E-5,-0.352898,316.127106,15.147144097222,1,0.290427,
HIP 20830 A 9 d,Planet,Rocky body,3029,1,0.098865652697113,0.001725,842.4736875,171,No volcanism,No atmosphere,Not terraformable,34.317390046296,0.018079932203206,0.000394,0.053607,136.774414,34.319019097222,1,1.296132,
HIP 20830 A 9 e,Planet,Rocky body,3033,1,0.10011105586807,0.001786,851.891375,170,No volcanism,No atmosphere,Not terraformable,54.874427083333,0.024722968359736,6.5E-5,-0.187224,219.208389,1.7611546947338,,-2.910198,
HIP 20830 A 9 f,Planet,Rocky Ice world,3045,1,0.12816316418401,0.007302,1522.382625,150,No volcanism,No atmosphere,Not terraformable,178.08126157407,0.054191696673661,,64.045029,48.172684,0.81922173394676,,0.188561,
HIP 20830 A 10,Planet,Gas giant with ammonia-based life,4496.393555,,1.9802662945454,25.606358,22934.888,138,No volcanism,No atmosphere,Not terraformable,7086.8459259259,9.0154637464369,0.000637,0.331141,21.204674,1.7085718677662,,-0.169219,
HIP 20830 A 10 a,Planet,Rocky body,4497,,0.050536083616863,0.000237,436.775125,154,No volcanism,Thin Carbon dioxide,Not terraformable,7.4471267361111,0.0031738477411363,4.9E-5,-0.000391,354.442993,7.4473234953704,1,0.519332,
HIP 20830 A 10 b,Planet,Rocky body,4493,,0.051133010716169,0.000245,441.4859375,154,No volcanism,Thin Carbon dioxide,Not terraformable,28.772022569444,0.0078146087676902,0.005172,0.05091,110.895248,28.772777777778,1,-0.347816,
HIP 20830 A 10 c,Planet,Rocky body,4491,,0.050220853852129,0.000231,432.56209375,154,No volcanism,Thin Carbon dioxide,Not terraformable,73.224375,0.014566795568702,0.00358,0.59996,319.347504,0.75670704028935,,0.382139,
HIP 20830 A 10 d,Planet,Rocky body,4504,,0.045459181847672,0.000173,393.45653125,153,No volcanism,Thin Carbon dioxide,Not terraformable,124.6547337963,0.020768227150976,0.000303,-5.833815,242.552109,0.6542325394213,,0.111919,
HIP 20830 A 11,Planet,Class I gas giant,5693,,4.3309757457961,93.98851,29711.804,132,No volcanism,No atmosphere,Not terraformable,9968.44,11.318030282954,0.009037,-0.020545,351.91098,1.8032486979167,,-0.201097,
HIP 20830 A 11 a,Planet,Rocky body,5694,1,0.058175102155381,0.000359,501.02934375,126,No volcanism,No atmosphere,Not terraformable,13.193502604167,0.0071681546467359,0.000143,-0.088741,196.832626,13.193760127315,1,-0.229372,
HIP 20830 A 11 b,Planet,Rocky body,5696,1,0.072493477880838,0.000691,622.693125,126,No volcanism,No atmosphere,Not terraformable,50.339097222222,0.017502666232802,0.001686,1.850435,141.67572,1.9714017288773,,0.218359,
HIP 20830 A 11 c,Planet,Rocky body,5684,1,0.063880176715782,0.000474,549.4025,126,No volcanism,No atmosphere,Not terraformable,74.30521412037,0.022690643390287,0.00044,-2.189053,158.499786,0.47669903790509,,-0.415471,
HIP 20830 A 11 d,Planet,Rocky body,5698,1,0.070436438176651,0.000629,602.7138125,126,No volcanism,No atmosphere,Not terraformable,179.529375,0.040856165688727,0.00352,0.393943,285.316559,1.4654471390394,,-0.570915,
HIP 20830 A 11 e,Planet,Rocky body,5706,1,0.092819784767369,0.001431,791.925,126,No volcanism,No atmosphere,Not terraformable,292.47138888889,0.056566096244577,0.005307,0.128394,335.175659,1.1254335756713,,0.63677,
HIP 20830 A 12,Planet,Icy body,7793,,5.0262003984676,58.12709,21689.718,110,Water Geysers,Thick Helium,Not terraformable,16114.902222222,15.589704783037,0.003147,4.542225,203.340988,1.3233053928009,,-0.221436,
HIP 20830 B,Star,K (Yellow-Orange) Star,163259,,,,,4871,,,,1239742.2933333,223.47547361662,0.033138,85.116127,231.445496,3.592123119213,,,
HIP 20830 B 1,Planet,Class IV gas giant,163157,,23.902022506704,2796.302979,68985.736,1037,No volcanism,No atmosphere,Not terraformable,40.520471643519,0.21544992859313,0.01,0.462096,24.662537,-40.814620949074,,-2.325168,
HIP 20830 B 2,Planet,High metal content world,163432.359375,,1.3679570150318,1.701598,7113.3925,913,Minor Metallic Magma,Hot thick Carbon dioxide,Candidate for terraforming,187.62980324074,0.59854648548818,1.3E-5,-0.04223,187.257813,1.7298314525463,,-0.485885,
HIP 20830 B 3,Planet,Water world,162771.375,,1.312086590486,1.54016,6910.1295,375,Minor Metallic Magma,Thick Ammonia,Candidate for terraforming,403.75268518519,0.99763957380979,6.3E-5,-1.7E-5,237.076157,1.4985819046644,,0.423195,
HIP 20830 B 4,Planet,High metal content world,163054,,1.2873987454108,1.471404,6818.58,554,Minor Metallic Magma,Hot thick Methane-rich,Not terraformable,868.81851851852,1.6628360466631,4.4E-5,0.005191,351.181152,0.77174452040509,,0.512528,
HIP 20830 B 5,Planet,High metal content world,162588,,1.9318274505031,3.761653,8899.994,435,Major Silicate Vapour Geysers,Thick Methane-rich,Not terraformable,1869.5744444444,2.7715656499916,8.0E-6,9.7E-5,180.117905,1.2497046802662,,-0.330627,
